MEDIA_ID,MEDIA_NAME,CNT,TIME(2023/12/14 15:32:08.454),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
0,NewMedia0,14,0.09296,5961495812,0.49468,0.08585,0.00000,0.09296,1,1,0.48889,0.03092,1,-0.52344,0.08333,0,,0.34178,0.56362,19.29086,1.04676,1,0.65164,0.55138,18.61161,1.04676,1,0,0.00000,31,3.52667,1,3.37960,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
0,NewMedia0,37,0.24811,5963047136,0.49334,0.09270,0.09955,0.14856,2,1,0.38861,0.23612,1,-0.52344,0.08333,0,,0.33905,0.56688,18.59669,1.01687,1,0.64832,0.55470,18.27346,1.01015,1,0,0.00000,31,3.52411,1,3.27918,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,7.83261,250.82376,0,
0,NewMedia0,98,0.67554,5967321426,0.20340,0.98848,0.32062,0.35492,3,1,0.24204,0.95208,1,-0.52344,0.08333,0,,0.32929,0.58778,22.35228,0.97797,1,0.63953,0.57458,20.71304,0.98404,1,0,0.00000,31,3.73669,1,3.42748,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,1116.17322,240.08305,0,
0,NewMedia0,163,1.12793,5971845692,0.22135,0.97493,0.68268,0.44525,4,1,0.28931,1.17230,0,-0.52344,0.08333,0,,0.33376,0.56848,6.51956,0.97134,0,0.63871,0.57461,18.54980,0.97134,0,0,0.00000,31,1.27708,0,3.35663,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,37.44220,23.00678,0,
0,NewMedia0,200,1.49316,5975497681,0.38010,0.30408,1.35828,0.13489,5,1,0.46332,0.16780,1,-0.52344,0.08333,0,,0.33955,0.56614,25.33028,1.00170,1,0.64918,0.55361,23.06045,0.99563,1,0,0.00000,31,4.31888,1,4.11090,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,786.02130,67.18383,0,
0,NewMedia0,242,1.77533,5978319208,0.45863,0.18476,1.51971,0.25562,6,1,0.28593,0.09725,1,-0.52344,0.08333,0,,0.33426,0.56789,19.72161,1.00777,1,0.64318,0.55606,18.82807,1.00777,1,0,0.00000,31,3.74220,1,3.48885,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,198.34370,40.51963,0,
0,NewMedia0,294,2.13324,5981898329,0.11142,0.07154,1.81555,0.31769,7,1,0.17447,0.14806,0,-0.52344,0.08333,0,,0.32190,0.56496,13.07382,0.98404,0,0.63479,0.55137,11.58986,0.99563,0,0,0.00000,31,3.25598,0,3.21451,0,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,677.76471,169.60617,0,
0,NewMedia0,347,2.55975,5986163815,0.46625,0.36571,2.37781,0.18195,8,1,0.42294,0.18895,1,-0.52344,0.08333,0,,0.33302,0.56997,23.03446,0.96638,1,0.64277,0.55561,22.45499,0.96030,1,0,0.00000,32,4.33937,1,4.07732,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,751.71094,334.99860,0,
0,NewMedia0,391,2.85919,5989157983,0.41676,0.18617,2.58691,0.27228,9,1,0.52957,0.16706,1,-0.52344,0.08333,0,,0.33819,0.56751,19.16407,0.97245,1,0.64995,0.55527,18.60349,0.97245,1,0,0.00000,32,3.44302,1,3.30478,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,215.93381,116.10683,0,
0,NewMedia0,438,3.17377,5992304019,0.55040,0.16714,2.88611,0.28766,10,1,0.52944,0.16993,1,-0.52344,0.08333,0,,0.33421,0.57951,18.64256,0.96582,1,0.64743,0.56521,17.32552,0.96030,1,0,0.00000,32,3.37300,1,3.17767,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,257.41064,4.57953,0,
